CID,IDSURVEY,zHD,zHDERR,zCMB,zCMBERR,zHEL,zHELERR,m_b_corr,m_b_corr_err_DIAG,MU_SH0ES,MU_SH0ES_ERR_DIAG,CEPH_DIST,IS_CALIBRATOR,USED_IN_SH0ES_HF,c,cERR,x1,x1ERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,RA,DEC,HOST_RA,HOST_DEC,HOST_ANGSEP,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,PKMJD,PKMJDERR,NDOF,FITCHI2,FITPROB,m_b_corr_err_RAW,m_b_corr_err_VPEC,biasCor_m_b,biasCorErr_m_b,biasCor_m_b_COVSCALE,biasCor_m_b_COVADD,SNID,objid_GAL,ra_GAL,dec_GAL,u_GAL,g_GAL,r_GAL,i_GAL,z_GAL,redshift_GAL,redshift_err_GAL,separation_arcmin,u_g,g_r,r_i,i_z
2008ar,65,0.02849,0.00086,0.02732,1e-05,0.02617,1e-05,16.106,0.178209,35.359,0.180243,-9.0,0,1,-0.070904,0.027043,-0.003834,0.070529,15.9633,0.0354561,0.00739088,0.000241358,-0.000113208,-3.91351e-07,-5.36265e-06,186.158,10.8382,-999,-999,-9.0,-342.801,250,0.0316567,9.98914,0.052,54534.7,0.0719,40,28.4649,0.9136,0.0601,0.0665,0.0235,0.002,1.0,0.006,2008ar,1.2376584938926244e+18,186.156492,10.83904381,16.50283,15.16011,14.42618,14.05355,13.73507,0.0261725,1.063089e-05,0.10227611465631813,1.34272,0.7339299999999991,0.3726300000000009,0.6911100000000001
2004gs,5,0.02857,0.00086,0.02829,1e-05,0.0274,1e-05,16.3466,0.233453,35.5996,0.235009,-9.0,0,0,0.099105,0.022831,-1.88149,0.031957,16.8819,0.0277336,0.00317121,8.10038e-05,-0.000177079,3.12902e-07,-1.44369e-06,129.597,17.6277,-999,-999,-9.0,-79.7506,250,0.0264772,10.7301,0.01,53356.5,0.062,103,240.115,5.83141e-13,0.0534,0.0663,-0.1011,0.002,1.0,0.017,2004gs,1.237667253456339e+18,129.5993517,17.6313276,16.45552,14.58389,13.75938,13.33547,13.02358,0.02739902,7.829134e-06,0.25584700650902537,1.8716299999999997,0.8245100000000001,0.42390999999999934,0.7357999999999993
SN2017ckx,150,0.02858,0.00086,0.02779,0.0,0.02716,0.0,16.4066,0.249928,35.6596,0.251383,-9.0,0,0,-0.032273,0.039452,1.97167,0.55096,16.0369,0.0504237,0.00690624,0.000320739,-0.00366412,-7.18944e-05,-8.87166e-06,117.045,28.2307,-999,-999,-9.0,-229.768,250,0.0294114,10.2137,0.001,57846.2,0.9346,5,6.76283,0.23889,0.1486,0.0663,-0.0314,0.001,1.0,0.003,SN2017ckx,1.237657118404313e+18,117.0457155,28.23027027,16.76591,15.3987,14.64166,14.25192,13.88499,0.0271341,5.042786e-06,0.04577582205148745,1.3672100000000018,0.7570399999999999,0.38973999999999975,0.7566699999999997
SN2017ckx,150,0.02858,0.00086,0.02779,0.0,0.02716,0.0,16.4066,0.249928,35.6596,0.251383,-9.0,0,0,-0.032273,0.039452,1.97167,0.55096,16.0369,0.0504237,0.00690624,0.000320739,-0.00366412,-7.18944e-05,-8.87166e-06,117.045,28.2307,-999,-999,-9.0,-229.768,250,0.0294114,10.2137,0.001,57846.2,0.9346,5,6.76283,0.23889,0.1486,0.0663,-0.0314,0.001,1.0,0.003,SN2017ckx,1.237657118404313e+18,117.0538254,28.22511509,16.19889,15.06212,14.49289,14.19928,13.89357,0.0270561,1.082132e-05,0.574418599288009,1.1367699999999985,0.569230000000001,0.29360999999999926,0.5993199999999987
2007is,65,0.02866,0.00086,0.02953,1e-05,0.02953,1e-05,16.0919,0.209647,35.3449,0.211378,-9.0,0,1,0.004586,0.031987,-0.440798,0.18389,16.1685,0.0402055,0.00611796,0.000226552,-0.0015436,1.05359e-05,-6.09435e-06,251.811,40.2436,-999,-999,-9.0,253.015,250,0.0174834,10.7887,0.067,54366.7,0.5851,13,15.008,0.30685,0.0794,0.0661,-0.055,0.001,1.0,0.006,2007is,1.237655129841271e+18,251.8116165,40.24509018,16.44898,14.7199,13.97068,13.58034,13.37035,0.02952883,1.046088e-05,0.09376283070591365,1.729079999999998,0.7492200000000011,0.39034000000000013,0.6003299999999996
1998ab,62,0.02873,0.00086,0.02806,1e-05,0.02731,1e-05,15.6957,0.226143,34.9487,0.227749,-9.0,0,1,0.08478,0.027209,0.22754,0.074312,15.8787,0.0328133,0.0079893,0.000241454,0.000248509,-4.67913e-06,-5.47396e-06,192.197,41.9245,-999,-999,-9.0,-194.196,250,0.0145775,10.3527,0.18,50914.7,0.059,25,147.841,2.10645e-19,0.0603,0.0659,-0.098,0.002,1.0,0.015,1998ab,1.237661966895612e+18,192.1934424,41.92125329,16.03016,14.26381,13.45416,13.07043,12.73936,0.02714655,1.116036e-05,0.25134062675195473,1.7663499999999992,0.8096499999999995,0.3837299999999999,0.7148000000000003
1998ab,62,0.02873,0.00086,0.02806,1e-05,0.02731,1e-05,15.6957,0.226143,34.9487,0.227749,-9.0,0,1,0.08478,0.027209,0.22754,0.074312,15.8787,0.0328133,0.0079893,0.000241454,0.000248509,-4.67913e-06,-5.47396e-06,192.197,41.9245,-999,-999,-9.0,-194.196,250,0.0145775,10.3527,0.18,50914.7,0.059,25,147.841,2.10645e-19,0.0603,0.0659,-0.098,0.002,1.0,0.015,1998ab,1.237661966895612e+18,192.1965553,41.91883843,17.06127,16.39355,16.33692,16.83612,17.92601,0.02726197,7.748866e-06,0.3402738460870809,0.6677199999999992,0.05663000000000196,-0.49920000000000186,-1.5890900000000023
1996C,61,0.02913,0.00086,0.02875,2e-05,0.02823,2e-05,16.2622,0.249362,35.5152,0.250819,-9.0,0,1,0.042514,0.029332,0.66261,0.13046,16.3611,0.0352173,0.00512359,0.00016619,-0.000605728,3.84194e-06,-3.96896e-06,207.702,49.3186,-999,-999,-9.0,-112.455,250,0.0120767,9.36646,0.19,50129.6,0.3495,36,42.123,0.22305,0.0704,0.065,0.0128,0.004,1.0,0.02,1996C,1.2376623008222413e+18,207.7034565,49.31514331,16.86428,15.47915,14.89433,14.5592,14.30527,0.02822775,2.252658e-05,0.215082825203294,1.3851300000000002,0.5848200000000006,0.3351299999999995,0.5890599999999999
ASASSN-16fs,150,0.02944,0.00086,0.0299,1e-05,0.0292,1e-05,16.0231,0.178889,35.2761,0.180915,-9.0,0,0,-0.026148,0.037071,-1.34003,0.13534,16.1675,0.0483575,0.00612322,0.000272722,-0.000334381,1.14837e-06,-8.01672e-06,221.777,11.5949,-999,-999,-9.0,135.19,250,0.0278596,11.2163,0.002,57542.3,0.4084,9,15.0039,0.0908293,0.0856,0.0644,-0.0248,0.0,1.0,0.003,ASASSN-16fs,1.2376626363674788e+18,221.7504263,11.59202346,16.04284,14.09219,13.19491,12.77333,12.45535,0.03116814,9.907144e-06,1.5713998782305625,1.9506500000000013,0.8972800000000003,0.4215800000000005,0.7395600000000009
ASASSN-16fs,150,0.02944,0.00086,0.0299,1e-05,0.0292,1e-05,16.0231,0.178889,35.2761,0.180915,-9.0,0,0,-0.026148,0.037071,-1.34003,0.13534,16.1675,0.0483575,0.00612322,0.000272722,-0.000334381,1.14837e-06,-8.01672e-06,221.777,11.5949,-999,-999,-9.0,135.19,250,0.0278596,11.2163,0.002,57542.3,0.4084,9,15.0039,0.0908293,0.0856,0.0644,-0.0248,0.0,1.0,0.003,ASASSN-16fs,1.2376626363674788e+18,221.7969203,11.5857076,17.20052,15.22854,14.38241,13.96787,13.64672,0.02907685,9.071424e-06,1.2942498214642648,1.9719800000000003,0.8461300000000005,0.4145400000000006,0.73569
ASASSN-16fs,150,0.02944,0.00086,0.0299,1e-05,0.0292,1e-05,16.0231,0.178889,35.2761,0.180915,-9.0,0,0,-0.026148,0.037071,-1.34003,0.13534,16.1675,0.0483575,0.00612322,0.000272722,-0.000334381,1.14837e-06,-8.01672e-06,221.777,11.5949,-999,-999,-9.0,135.19,250,0.0278596,11.2163,0.002,57542.3,0.4084,9,15.0039,0.0908293,0.0856,0.0644,-0.0248,0.0,1.0,0.003,ASASSN-16fs,1.237662636367479e+18,221.7819147,11.60828239,18.98734,17.00074,16.15869,15.7532,15.41654,0.02858966,1.135581e-05,0.8533210043677912,1.9865999999999993,0.8420500000000004,0.40549000000000035,0.7421500000000005
ASASSN-15nq,150,0.03023,0.00086,0.03025,1e-05,0.03036,1e-05,16.2655,0.163802,35.5185,0.166012,-9.0,0,0,-0.090459,0.033617,-0.336729,0.13348,16.1114,0.0454819,0.0064484,0.000270126,0.000372327,-7.12309e-06,-7.49257e-06,259.33,33.4621,-999,-999,-9.0,4.0424,250,0.0398663,10.6826,0.013,57247.6,0.1482,8,20.1169,0.0099028,0.074,0.0627,0.0235,0.001,1.0,0.002,ASASSN-15nq,1.2376549537469565e+18,259.3283463,33.46297741,17.89089,15.95482,14.99358,14.44985,14.0002,0.03036021,1.19591e-05,0.09809819114206852,1.936069999999999,0.9612400000000001,0.54373,0.9933800000000002
2009eu,51,0.03108,0.00178,0.03072,0.00155,0.03063,0.00155,16.6694,0.398388,35.9224,0.399302,-9.0,0,0,0.20113,0.038241,-1.99511,0.20963,17.4639,0.0447283,0.00185534,7.6433e-05,0.00105314,-6.21878e-06,-2.49451e-06,247.171,39.5535,-999,-999,-9.0,-103.764,250,0.0098375,11.5,0.002,54984.5,0.1926,44,69.596,0.0082748,0.0896,0.1263,-0.1741,0.004,1.0,0.025,2009eu,1.2376593260293652e+18,247.1502491,39.53376714,17.6953,15.8283,15.02679,14.60931,14.29881,0.02836488,1.091782e-05,1.5243364554676828,1.866999999999999,0.8015100000000004,0.4174799999999994,0.7279800000000005
2009eu,51,0.03108,0.00178,0.03072,0.00155,0.03063,0.00155,16.6694,0.398388,35.9224,0.399302,-9.0,0,0,0.20113,0.038241,-1.99511,0.20963,17.4639,0.0447283,0.00185534,7.6433e-05,0.00105314,-6.21878e-06,-2.49451e-06,247.171,39.5535,-999,-999,-9.0,-103.764,250,0.0098375,11.5,0.002,54984.5,0.1926,44,69.596,0.0082748,0.0896,0.1263,-0.1741,0.004,1.0,0.025,2009eu,1.2376593260293652e+18,247.1414807,39.54890769,18.51046,16.65472,15.8516,15.44624,15.18648,0.03245642,1.294921e-05,1.3931810265683573,1.8557399999999973,0.8031200000000016,0.40535999999999994,0.6651199999999999
2009eu,51,0.03108,0.00178,0.03072,0.00155,0.03063,0.00155,16.6694,0.398388,35.9224,0.399302,-9.0,0,0,0.20113,0.038241,-1.99511,0.20963,17.4639,0.0447283,0.00185534,7.6433e-05,0.00105314,-6.21878e-06,-2.49451e-06,247.171,39.5535,-999,-999,-9.0,-103.764,250,0.0098375,11.5,0.002,54984.5,0.1926,44,69.596,0.0082748,0.0896,0.1263,-0.1741,0.004,1.0,0.025,2009eu,1.2376593260293652e+18,247.1296615,39.52367596,18.71969,16.99738,16.22408,15.84619,15.60479,0.03235316,2.052208e-05,2.619337225508438,1.7223100000000002,0.773299999999999,0.3778900000000007,0.6192900000000012
2009eu,51,0.03108,0.00178,0.03072,0.00155,0.03063,0.00155,16.6694,0.398388,35.9224,0.399302,-9.0,0,0,0.20113,0.038241,-1.99511,0.20963,17.4639,0.0447283,0.00185534,7.6433e-05,0.00105314,-6.21878e-06,-2.49451e-06,247.171,39.5535,-999,-999,-9.0,-103.764,250,0.0098375,11.5,0.002,54984.5,0.1926,44,69.596,0.0082748,0.0896,0.1263,-0.1741,0.004,1.0,0.025,2009eu,1.2376593260293652e+18,247.1630826,39.55283743,16.11433,14.15053,13.35315,12.9114,12.62469,0.0267289,1.20297e-05,0.3684261443959782,1.963799999999999,0.7973800000000004,0.441749999999999,0.7284600000000001
2009eu,51,0.03108,0.00178,0.03072,0.00155,0.03063,0.00155,16.6694,0.398388,35.9224,0.399302,-9.0,0,0,0.20113,0.038241,-1.99511,0.20963,17.4639,0.0447283,0.00185534,7.6433e-05,0.00105314,-6.21878e-06,-2.49451e-06,247.171,39.5535,-999,-999,-9.0,-103.764,250,0.0098375,11.5,0.002,54984.5,0.1926,44,69.596,0.0082748,0.0896,0.1263,-0.1741,0.004,1.0,0.025,2009eu,1.2376593260293652e+18,247.1593335,39.55126603,15.81825,13.73954,12.88099,12.42013,12.19481,0.03119248,1.103809e-05,0.5561171519897922,2.078710000000001,0.8585499999999993,0.46086000000000027,0.6861800000000002
2009eu,51,0.03108,0.00178,0.03072,0.00155,0.03063,0.00155,16.6694,0.398388,35.9224,0.399302,-9.0,0,0,0.20113,0.038241,-1.99511,0.20963,17.4639,0.0447283,0.00185534,7.6433e-05,0.00105314,-6.21878e-06,-2.49451e-06,247.171,39.5535,-999,-999,-9.0,-103.764,250,0.0098375,11.5,0.002,54984.5,0.1926,44,69.596,0.0082748,0.0896,0.1263,-0.1741,0.004,1.0,0.025,2009eu,1.2376593260293652e+18,247.1804606,39.56878176,19.89253,18.13213,17.35644,16.97929,17.12033,0.03402765,3.25717e-05,1.015984225495977,1.7604000000000006,0.7756900000000009,0.3771500000000003,0.23611000000000004
2009eu,51,0.03108,0.00178,0.03072,0.00155,0.03063,0.00155,16.6694,0.398388,35.9224,0.399302,-9.0,0,0,0.20113,0.038241,-1.99511,0.20963,17.4639,0.0447283,0.00185534,7.6433e-05,0.00105314,-6.21878e-06,-2.49451e-06,247.171,39.5535,-999,-999,-9.0,-103.764,250,0.0098375,11.5,0.002,54984.5,0.1926,44,69.596,0.0082748,0.0896,0.1263,-0.1741,0.004,1.0,0.025,2009eu,1.2376593260293652e+18,247.1607564,39.58003533,19.04725,17.23182,16.43682,16.05262,15.81185,0.03085078,2.223899e-05,1.6611228029712855,1.8154299999999992,0.7949999999999982,0.3841999999999999,0.6249700000000011
2009eu,51,0.03108,0.00178,0.03072,0.00155,0.03063,0.00155,16.6694,0.398388,35.9224,0.399302,-9.0,0,0,0.20113,0.038241,-1.99511,0.20963,17.4639,0.0447283,0.00185534,7.6433e-05,0.00105314,-6.21878e-06,-2.49451e-06,247.171,39.5535,-999,-999,-9.0,-103.764,250,0.0098375,11.5,0.002,54984.5,0.1926,44,69.596,0.0082748,0.0896,0.1263,-0.1741,0.004,1.0,0.025,2009eu,1.2376593260293655e+18,247.1852374,39.51550436,17.69712,15.81573,14.98833,14.57506,14.25489,0.02735683,1.228537e-05,2.37302800579905,1.8813900000000015,0.8274000000000008,0.4132699999999989,0.7334399999999999
2009eu,51,0.03108,0.00178,0.03072,0.00155,0.03063,0.00155,16.6694,0.398388,35.9224,0.399302,-9.0,0,0,0.20113,0.038241,-1.99511,0.20963,17.4639,0.0447283,0.00185534,7.6433e-05,0.00105314,-6.21878e-06,-2.49451e-06,247.171,39.5535,-999,-999,-9.0,-103.764,250,0.0098375,11.5,0.002,54984.5,0.1926,44,69.596,0.0082748,0.0896,0.1263,-0.1741,0.004,1.0,0.025,2009eu,1.2376593260293658e+18,247.1902084,39.52767996,18.10135,16.28369,15.47675,15.0688,14.76747,0.02750912,9.349108e-06,1.7860457573997857,1.81766,0.8069400000000009,0.4079499999999996,0.7092799999999997
2009fv,51,0.03108,0.00086,0.03072,1e-05,0.03065,1e-05,16.153,0.33102,35.406,0.332119,-9.0,0,0,0.16249,0.023124,-0.730586,0.12296,16.6725,0.0272199,0.00384593,9.64191e-05,-0.000170432,-8.43327e-07,-1.75441e-06,247.434,40.8116,-999,-999,-9.0,-103.764,250,0.00522305,11.4959,0.002,54994.6,0.2616,63,454.72,0.0,0.0579,0.061,-0.1431,0.005,1.0,0.022,2009fv,1.237655373573063e+18,247.4043303,40.84834808,18.75889,17.0922,16.33425,15.98102,15.71608,0.0262606,1.708411e-05,2.583771000932868,1.6666900000000027,0.7579499999999975,0.3532300000000017,0.618170000000001
2009fv,51,0.03108,0.00086,0.03072,1e-05,0.03065,1e-05,16.153,0.33102,35.406,0.332119,-9.0,0,0,0.16249,0.023124,-0.730586,0.12296,16.6725,0.0272199,0.00384593,9.64191e-05,-0.000170432,-8.43327e-07,-1.75441e-06,247.434,40.8116,-999,-999,-9.0,-103.764,250,0.00522305,11.4959,0.002,54994.6,0.2616,63,454.72,0.0,0.0579,0.061,-0.1431,0.005,1.0,0.022,2009fv,1.2376553735730627e+18,247.4195917,40.84023556,19.75485,17.81085,17.04735,16.71804,16.56504,0.02990105,2.479537e-05,1.8384545255511993,1.9440000000000026,0.763499999999997,0.3293100000000031,0.4823100000000018
2009fv,65,0.03108,0.00086,0.03072,1e-05,0.03065,1e-05,16.0844,0.37432,35.3374,0.375292,-9.0,0,0,0.25869,0.038898,-0.461572,0.11649,16.7939,0.0831719,0.00343913,0.000263452,0.000673398,-5.72448e-06,-3.31598e-06,247.434,40.8116,-999,-999,-9.0,-103.764,250,0.00522305,11.4959,0.838,54994.7,0.0187,15,69.3113,1.31695e-08,0.123,0.061,-0.2109,0.009,1.0,0.025,2009fv,1.237655373573063e+18,247.4043303,40.84834808,18.75889,17.0922,16.33425,15.98102,15.71608,0.0262606,1.708411e-05,2.583771000932868,1.6666900000000027,0.7579499999999975,0.3532300000000017,0.618170000000001
2009fv,65,0.03108,0.00086,0.03072,1e-05,0.03065,1e-05,16.0844,0.37432,35.3374,0.375292,-9.0,0,0,0.25869,0.038898,-0.461572,0.11649,16.7939,0.0831719,0.00343913,0.000263452,0.000673398,-5.72448e-06,-3.31598e-06,247.434,40.8116,-999,-999,-9.0,-103.764,250,0.00522305,11.4959,0.838,54994.7,0.0187,15,69.3113,1.31695e-08,0.123,0.061,-0.2109,0.009,1.0,0.025,2009fv,1.2376553735730627e+18,247.4195917,40.84023556,19.75485,17.81085,17.04735,16.71804,16.56504,0.02990105,2.479537e-05,1.8384545255511993,1.9440000000000026,0.763499999999997,0.3293100000000031,0.4823100000000018
1999cc,62,0.03116,0.00086,0.03132,1e-05,0.03111,1e-05,16.3347,0.166924,35.5877,0.169094,-9.0,0,1,-0.027281,0.026522,-1.60696,0.074875,16.5114,0.0311547,0.00446117,0.000128011,-0.00016901,5.05718e-07,-2.85617e-06,240.675,37.3596,-999,-999,-9.0,46.9799,250,0.0195936,11.2896,0.095,51315.9,0.1339,47,34.0611,0.92086,0.0603,0.0609,-0.0284,0.001,1.0,0.004,1999cc,1.2376623029813248e+18,240.6689591,37.35949113,15.64954,14.11406,13.26116,12.87755,12.59312,0.0312567,9.297601e-06,0.28816816737598355,1.5354799999999997,0.8529,0.3836100000000009,0.6680399999999995
2006bt,57,0.03121,0.00086,0.03241,1e-05,0.03208,1e-05,16.519,0.222596,35.772,0.224228,-9.0,0,0,0.070684,0.028093,0.30314,0.12108,16.6542,0.0411002,0.00391136,0.000148063,-2.17092e-05,-1.37414e-06,-3.39191e-06,239.127,20.046,-999,-999,-9.0,349.34,250,0.0430539,10.8988,-9.0,53858.5,0.1446,55,80.9736,0.0128933,0.0622,0.0608,-0.0911,0.002,1.0,0.013,2006bt,1.2376653727962235e+18,239.1403143,20.05236517,16.26828,14.29849,13.47351,13.05379,12.76423,0.03208175,7.102792e-06,0.8420361222036561,1.9697900000000015,0.82498,0.41971999999999987,0.7092799999999997
2006bt,5,0.03121,0.00086,0.03241,1e-05,0.03208,1e-05,16.4898,0.225151,35.7428,0.226764,-9.0,0,0,0.083887,0.022449,0.22867,0.042043,16.6678,0.035106,0.00386256,0.000124891,-0.000260667,9.6557e-07,-2.21729e-06,239.127,20.046,-999,-999,-9.0,349.34,250,0.0430539,10.8988,0.04,53859.1,0.0614,37,396.488,0.0,0.0489,0.0608,-0.1,0.002,1.0,0.015,2006bt,1.2376653727962235e+18,239.1403143,20.05236517,16.26828,14.29849,13.47351,13.05379,12.76423,0.03208175,7.102792e-06,0.8420361222036561,1.9697900000000015,0.82498,0.41971999999999987,0.7092799999999997
2006bt,64,0.03121,0.00086,0.03241,1e-05,0.03208,1e-05,16.5337,0.21497,35.7867,0.216659,-9.0,0,0,0.064411,0.026739,0.18417,0.071311,16.6694,0.0395945,0.00385709,0.00014066,-0.000227852,6.06923e-07,-3.10179e-06,239.127,20.046,-999,-999,-9.0,349.34,250,0.0430539,10.8988,0.102,53858.3,0.1106,52,128.491,2.04871e-08,0.0572,0.0608,-0.0888,0.002,1.0,0.012,2006bt,1.2376653727962235e+18,239.1403143,20.05236517,16.26828,14.29849,13.47351,13.05379,12.76423,0.03208175,7.102792e-06,0.8420361222036561,1.9697900000000015,0.82498,0.41971999999999987,0.7092799999999997
2006bw,64,0.03132,0.00086,0.03075,2e-05,0.02996,2e-05,16.3701,0.319748,35.6231,0.320886,-9.0,0,0,0.24188,0.031986,-1.75496,0.1733,17.2252,0.060152,0.00231169,0.000128072,-0.000224222,2.97209e-06,-2.8132e-06,218.486,3.7988,-999,-999,-9.0,-166.505,250,0.0321661,11.5,0.132,53854.5,0.6006,20,41.549,0.00316498,0.0754,0.0605,-0.2042,0.005,1.0,0.025,2006bw,1.2376518221736184e+18,218.4676637,3.76110963,20.09155,18.37562,17.55731,17.20403,16.95672,0.02770261,3.120345e-05,2.5137942426819238,1.7159300000000002,0.8183100000000003,0.3532800000000016,0.6005900000000004
2006bw,64,0.03132,0.00086,0.03075,2e-05,0.02996,2e-05,16.3701,0.319748,35.6231,0.320886,-9.0,0,0,0.24188,0.031986,-1.75496,0.1733,17.2252,0.060152,0.00231169,0.000128072,-0.000224222,2.97209e-06,-2.8132e-06,218.486,3.7988,-999,-999,-9.0,-166.505,250,0.0321661,11.5,0.132,53854.5,0.6006,20,41.549,0.00316498,0.0754,0.0605,-0.2042,0.005,1.0,0.025,2006bw,1.2376518221736184e+18,218.4805288,3.834134949,17.76446,15.88431,15.03319,14.63839,14.30715,0.02911511,1.0975e-05,2.145249662566588,1.8801500000000004,0.8511199999999999,0.39480000000000004,0.7260399999999994
ASASSN-15hg,150,0.03143,0.00086,0.03107,1e-05,0.02992,1e-05,16.3931,0.194347,35.6461,0.196214,-9.0,0,1,0.011862,0.035988,-1.28742,0.13594,16.6256,0.0503451,0.00401584,0.000186213,-0.000261138,-8.04685e-07,-5.0068e-06,148.452,9.1939,-999,-999,-9.0,-105.007,250,0.0420214,10.2789,0.006,57131.5,0.0208,10,11.5475,0.31648,0.0852,0.0603,-0.0466,0.001,1.0,0.006,ASASSN-15hg,1.2376610638788692e+18,148.4551364,9.193784156,17.14775,15.30101,14.47112,14.04941,13.70964,0.0299174,1.0489e-05,0.1858964705902565,1.8467399999999987,0.8298899999999989,0.4217100000000009,0.7614800000000006
CSS160428,150,0.03148,0.00087,0.03081,0.00015,0.03029,0.00015,16.4487,0.162055,35.7017,0.164289,-9.0,0,1,-0.057822,0.032365,0.8256,0.14949,16.1861,0.0364702,0.00601971,0.000202204,-0.000185429,-1.49032e-06,-5.65096e-06,200.78,52.6491,-999,-999,-9.0,-196.002,250,0.00952833,10.078,0.1,57517.6,0.2586,10,20.184,0.0275592,0.076,0.0609,-0.0144,0.001,1.0,0.003,CSS160428,1.2376623035044332e+18,200.8248761,52.65185147,16.95392,15.4708,14.82443,14.43762,14.18248,0.03048668,6.987405e-06,1.64183544906221,1.4831199999999995,0.646370000000001,0.38680999999999877,0.6419499999999996
2006az,64,0.03201,0.00086,0.03158,1e-05,0.03103,1e-05,16.2366,0.146203,35.4896,0.148675,-9.0,0,1,-0.106375,0.026597,-1.42383,0.044635,16.2089,0.0296513,0.0058945,0.000160978,-0.000160482,3.72256e-07,-3.725e-06,183.061,56.1794,-999,-999,-9.0,-124.251,250,0.011932,11.1124,0.021,53826.9,0.0786,85,160.593,1.38966e-06,0.0598,0.0593,0.0388,0.001,1.0,0.003,2006az,1.2376575919335017e+18,183.0620597,56.17753406,15.7487,13.78383,12.80803,12.35163,12.0424,0.03108314,1.112887e-05,0.11741679920287237,1.9648699999999995,0.9757999999999996,0.45640000000000036,0.7656299999999998
2006az,64,0.03201,0.00086,0.03158,1e-05,0.03103,1e-05,16.2366,0.146203,35.4896,0.148675,-9.0,0,1,-0.106375,0.026597,-1.42383,0.044635,16.2089,0.0296513,0.0058945,0.000160978,-0.000160482,3.72256e-07,-3.725e-06,183.061,56.1794,-999,-999,-9.0,-124.251,250,0.011932,11.1124,0.021,53826.9,0.0786,85,160.593,1.38966e-06,0.0598,0.0593,0.0388,0.001,1.0,0.003,2006az,1.2376575919335017e+18,183.062887,56.17323923,17.15219,15.63266,14.97918,14.91636,14.73559,0.0310401,1.963436e-05,0.37498022611820797,1.5195300000000014,0.6534800000000001,0.06282000000000032,0.2435899999999993
010026,15,0.03236,0.00086,0.03174,3e-05,0.03123,3e-05,16.4216,0.200299,35.6746,0.20211,-9.0,0,1,-0.031578,0.032595,-0.409321,0.082041,16.4521,0.0382227,0.00471142,0.000165863,0.000205188,-3.70719e-06,-4.74179e-06,160.674,58.8438,-999,-999,14.8541,-178.946,250,0.00699953,9.61222,0.01,55248.0,0.0796,15,20.5415,0.15213,0.0712,0.0586,0.0154,0.012,1.0,0.01,010026,1.2376583048898806e+18,160.6716704,58.84417915,16.98686,15.73355,15.14047,14.81813,14.6133,0.03122595,2.583129e-05,0.0758096994999288,1.2533100000000008,0.5930799999999987,0.3223400000000005,0.5271699999999999
AT2017po,150,0.03255,0.00086,0.03201,1e-05,0.03183,1e-05,16.323,0.194953,35.576,0.196814,-9.0,0,1,-0.0745,0.036728,0.21503,0.2454,16.1447,0.0462986,0.00625354,0.000266667,-0.000222569,-4.06378e-06,-6.89764e-06,240.965,39.9901,-999,-999,-9.0,-156.239,250,0.0119043,8.98827,0.082,57784.3,0.0472,6,18.9048,0.00849089,0.0968,0.0583,0.0314,0.001,1.0,0.005,AT2017po,1.2376613860043653e+18,240.9604047,39.98869358,17.80133,16.85609,16.44313,16.15624,16.00173,0.03182782,7.156912e-06,0.22747599271181834,0.9452400000000019,0.4129599999999982,0.28688999999999965,0.44140000000000157
2007ux,5,0.03264,0.00086,0.03183,1e-05,0.0307,1e-05,16.6278,0.188113,35.8808,0.19004,-9.0,0,1,0.044949,0.023599,-1.93734,0.051458,17.0308,0.0333747,0.00276481,8.49882e-05,-0.000198597,3.41428e-07,-1.48835e-06,152.333,14.9924,-999,-999,-9.0,-233.209,250,0.0386548,10.0948,0.01,54465.2,0.008,48,185.686,4.4281200000000006e-18,0.055,0.0581,-0.0742,0.001,1.0,0.01,2007ux,1.237671124305052e+18,152.3320406,14.99093857,17.34337,15.65715,14.89735,14.5109,14.18534,0.03069888,1.184966e-05,0.10383007463447105,1.6862200000000005,0.7598000000000003,0.38644999999999996,0.7120099999999994
2007ux,65,0.03264,0.00086,0.03183,1e-05,0.0307,1e-05,16.4126,0.273194,35.6656,0.274525,-9.0,0,0,0.14701,0.038631,-2.51403,0.10771,17.1482,0.0562283,0.00248154,0.000128515,-0.000479025,3.82974e-07,-3.78403e-06,152.333,14.9924,-999,-999,-9.0,-233.209,250,0.0386548,10.0948,0.123,54465.7,0.3415,57,94.9124,0.0012061,0.0885,0.0581,-0.1423,0.005,1.0,0.021,2007ux,1.237671124305052e+18,152.3320406,14.99093857,17.34337,15.65715,14.89735,14.5109,14.18534,0.03069888,1.184966e-05,0.10383007463447105,1.6862200000000005,0.7598000000000003,0.38644999999999996,0.7120099999999994
