CID,IDSURVEY,zHD,zHDERR,zCMB,zCMBERR,zHEL,zHELERR,m_b_corr,m_b_corr_err_DIAG,MU_SH0ES,MU_SH0ES_ERR_DIAG,CEPH_DIST,IS_CALIBRATOR,USED_IN_SH0ES_HF,c,cERR,x1,x1ERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,RA,DEC,HOST_RA,HOST_DEC,HOST_ANGSEP,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,PKMJD,PKMJDERR,NDOF,FITCHI2,FITPROB,m_b_corr_err_RAW,m_b_corr_err_VPEC,biasCor_m_b,biasCorErr_m_b,biasCor_m_b_COVSCALE,biasCor_m_b_COVADD,SNID,objid_GAL,ra_GAL,dec_GAL,u_GAL,g_GAL,r_GAL,i_GAL,z_GAL,redshift_GAL,redshift_err_GAL,separation_arcmin,u_g,g_r,r_i,i_z
15203,1,0.20329,0.00101,0.20314,7e-05,0.20444,7e-05,20.6292,0.164646,39.8822,0.166845,-9.0,0,0,0.003346,0.032426,1.12434,0.2761,20.4804,0.0400064,0.000115308,4.24877e-06,0.00085745,-4.10861e-07,-9.9777e-08,15.7347,0.1831,-9,-9,0.329,-37.9901,250,0.0304501,10.219,0.069,54027.1,0.2774,47,45.684,0.52712,0.0894,0.0118,-0.0457,0.002,1.0,0.005,15203,1.23766e+18,15.7347524,0.18300568,24.03492,21.36195,20.16688,19.78518,19.61383,0.2044219,7.62e-05,0.006473884440149942,2.6729699999999994,1.1950700000000012,0.3816999999999986,0.5530499999999989
15203,1,0.20329,0.00101,0.20314,7e-05,0.20444,7e-05,20.6292,0.164646,39.8822,0.166845,-9.0,0,0,0.003346,0.032426,1.12434,0.2761,20.4804,0.0400064,0.000115308,4.24877e-06,0.00085745,-4.10861e-07,-9.9777e-08,15.7347,0.1831,-9,-9,0.329,-37.9901,250,0.0304501,10.219,0.069,54027.1,0.2774,47,45.684,0.52712,0.0894,0.0118,-0.0457,0.002,1.0,0.005,15203,1.23766e+18,15.73910785,0.136301947,22.8477,20.83862,19.64368,18.97351,18.63448,0.2077068,1.97e-05,2.8203106770483264,2.009080000000001,1.194939999999999,0.6701699999999988,1.0091999999999999
16032,1,0.20331,0.00112,0.20318,0.0005,0.204,0.0005,20.6747,0.171689,39.9277,0.173799,-9.0,0,0,-0.103496,0.034717,-0.740612,0.23563,20.5278,0.0476505,0.000110378,4.84426e-06,0.0016901,-3.98825e-07,-1.22406e-07,44.0692,-0.4108,-9,-9,-9.0,-31.2577,250,0.056301,7.0,-9.0,54046.4,0.1779,42,25.8042,0.97667,0.0854,0.0131,0.0115,0.008,1.0,0.005,16032,1.23766e+18,44.08095748,-0.386384435,22.37099,19.93679,18.58451,17.98941,17.68632,0.2004927,5.71e-05,1.6259351920756089,2.4342000000000006,1.3522799999999968,0.5951000000000022,0.8981900000000032
16032,1,0.20331,0.00112,0.20318,0.0005,0.204,0.0005,20.6747,0.171689,39.9277,0.173799,-9.0,0,0,-0.103496,0.034717,-0.740612,0.23563,20.5278,0.0476505,0.000110378,4.84426e-06,0.0016901,-3.98825e-07,-1.22406e-07,44.0692,-0.4108,-9,-9,-9.0,-31.2577,250,0.056301,7.0,-9.0,54046.4,0.1779,42,25.8042,0.97667,0.0854,0.0131,0.0115,0.008,1.0,0.005,16032,1.23766e+18,44.07220825,-0.400356479,23.62077,19.87323,18.30581,17.69837,17.26017,0.1992377,4.44e-05,0.6520877883318853,3.7475400000000008,1.5674199999999985,0.6074400000000004,1.0456400000000023
16032,1,0.20331,0.00112,0.20318,0.0005,0.204,0.0005,20.6747,0.171689,39.9277,0.173799,-9.0,0,0,-0.103496,0.034717,-0.740612,0.23563,20.5278,0.0476505,0.000110378,4.84426e-06,0.0016901,-3.98825e-07,-1.22406e-07,44.0692,-0.4108,-9,-9,-9.0,-31.2577,250,0.056301,7.0,-9.0,54046.4,0.1779,42,25.8042,0.97667,0.0854,0.0131,0.0115,0.008,1.0,0.005,16032,1.23766e+18,44.07287378,-0.399681039,21.86043,20.11601,19.07033,18.5585,18.27007,0.1988868,2.71e-05,0.7026081417548938,1.7444200000000016,1.0456800000000008,0.5118299999999998,0.800259999999998
7243,1,0.20334,0.001,0.20323,1e-05,0.20462,1e-05,20.6805,0.214434,39.9335,0.216127,-9.0,0,0,-0.016092,0.041619,0.74462,0.39134,20.5691,0.0652561,0.000106257,6.38634e-06,0.00320372,-8.80241e-07,-1.70454e-07,328.079,0.4719,-9,-9,0.724,-28.341,250,0.0863138,9.225,0.111,53686.3,0.3317,24,8.02935,0.99906,0.1151,0.0117,-0.0042,0.004,1.0,0.009,7243,1.23766e+18,328.0792806,0.471922591,22.32609,21.97193,21.33788,21.30863,21.19963,0.2045969,1.98e-05,0.01688990643517648,0.35416000000000025,0.634050000000002,0.029249999999997556,0.13824999999999932
18965,1,0.20469,0.001,0.20454,3e-05,0.20587,3e-05,20.6279,0.157717,39.8809,0.160012,-9.0,0,0,-0.107766,0.035405,-0.612498,0.22995,20.463,0.0396034,0.000117169,4.27385e-06,0.000922056,-4.00564e-07,-1.02462e-07,13.5091,1.069,-9,-9,0.448,-38.883,250,0.0207677,10.63,0.11,54395.4,0.1884,44,51.6782,0.19895,0.096,0.0116,0.0255,0.002,1.0,0.002,18965,1.23767e+18,13.50921287,1.068918827,21.51009,20.13543,19.07956,18.66261,18.41377,0.2059014,3.33e-05,0.008340703340887035,1.3746600000000022,1.0558699999999988,0.41694999999999993,0.6657900000000012
15872,1,0.20562,0.00101,0.20549,2e-05,0.20646,2e-05,20.5596,0.172847,39.8126,0.174944,-9.0,0,0,-0.070773,0.036237,0.76107,0.30875,20.3019,0.0456764,0.00013591,5.71767e-06,0.0036418,-1.01414e-06,-1.58229e-07,36.7225,-0.3278,-9,-9,0.412,-33.3921,250,0.0272668,9.66,0.089,54047.8,0.2082,26,19.0556,0.83408,0.09,0.0117,0.021,0.003,1.0,0.006,15872,1.23766e+18,36.72238867,-0.32784976,22.92677,21.55999,20.84012,20.51127,20.34965,0.2065096,3.05e-05,0.007316561671820647,1.366780000000002,0.7198700000000002,0.3288499999999992,0.4904699999999984
15201,1,0.20748,0.00101,0.20736,4e-05,0.20881,4e-05,21.063,0.332572,40.316,0.333666,-9.0,0,0,0.15242,0.056178,-1.87784,0.79719,21.6221,0.0698576,4.02864e-05,2.59208e-06,0.00454865,-6.77033e-07,-9.39195e-08,337.519,0.0036,-9,-9,2.553,-31.1136,250,0.0615482,11.312,0.09,54028.4,0.6125,37,30.2887,0.77464,0.186,0.0116,-0.2417,0.011,1.0,0.014,15201,1.23766e+18,337.5127146,0.041910929,22.833,21.07838,19.6887,19.17195,18.89213,0.2060556,6.05e-05,2.3293863343549863,1.7546199999999992,1.3896799999999985,0.5167500000000018,0.7965699999999991
15201,1,0.20748,0.00101,0.20736,4e-05,0.20881,4e-05,21.063,0.332572,40.316,0.333666,-9.0,0,0,0.15242,0.056178,-1.87784,0.79719,21.6221,0.0698576,4.02864e-05,2.59208e-06,0.00454865,-6.77033e-07,-9.39195e-08,337.519,0.0036,-9,-9,2.553,-31.1136,250,0.0615482,11.312,0.09,54028.4,0.6125,37,30.2887,0.77464,0.186,0.0116,-0.2417,0.011,1.0,0.014,15201,1.23766e+18,337.51699,0.028714469,21.99657,19.51291,18.09242,17.53439,17.1299,0.205759,2.97e-05,1.5116864588787453,2.483659999999997,1.420490000000001,0.5580300000000022,0.9625200000000014
15201,1,0.20748,0.00101,0.20736,4e-05,0.20881,4e-05,21.063,0.332572,40.316,0.333666,-9.0,0,0,0.15242,0.056178,-1.87784,0.79719,21.6221,0.0698576,4.02864e-05,2.59208e-06,0.00454865,-6.77033e-07,-9.39195e-08,337.519,0.0036,-9,-9,2.553,-31.1136,250,0.0615482,11.312,0.09,54028.4,0.6125,37,30.2887,0.77464,0.186,0.0116,-0.2417,0.011,1.0,0.014,15201,1.23766e+18,337.518924,0.003122705,22.1288,19.54674,18.09416,17.5812,17.21751,0.2088232,3.8e-05,0.028998473428900187,2.5820599999999985,1.452580000000001,0.5129599999999996,0.8766499999999979
15201,1,0.20748,0.00101,0.20736,4e-05,0.20881,4e-05,21.063,0.332572,40.316,0.333666,-9.0,0,0,0.15242,0.056178,-1.87784,0.79719,21.6221,0.0698576,4.02864e-05,2.59208e-06,0.00454865,-6.77033e-07,-9.39195e-08,337.519,0.0036,-9,-9,2.553,-31.1136,250,0.0615482,11.312,0.09,54028.4,0.6125,37,30.2887,0.77464,0.186,0.0116,-0.2417,0.011,1.0,0.014,15201,1.23766e+18,337.513378,0.046181889,24.64082,21.57049,20.21245,19.68245,19.31801,0.2061245,8.27e-05,2.5770849676715932,3.070330000000002,1.358039999999999,0.5300000000000011,0.8944399999999995
15201,1,0.20748,0.00101,0.20736,4e-05,0.20881,4e-05,21.063,0.332572,40.316,0.333666,-9.0,0,0,0.15242,0.056178,-1.87784,0.79719,21.6221,0.0698576,4.02864e-05,2.59208e-06,0.00454865,-6.77033e-07,-9.39195e-08,337.519,0.0036,-9,-9,2.553,-31.1136,250,0.0615482,11.312,0.09,54028.4,0.6125,37,30.2887,0.77464,0.186,0.0116,-0.2417,0.011,1.0,0.014,15201,1.23766e+18,337.532677,-0.003734017,21.47608,19.03328,17.60196,17.03288,16.66954,0.2081235,3.85e-05,0.9311569592499256,2.4427999999999983,1.431320000000003,0.5690799999999996,0.9324199999999969
15201,1,0.20748,0.00101,0.20736,4e-05,0.20881,4e-05,21.063,0.332572,40.316,0.333666,-9.0,0,0,0.15242,0.056178,-1.87784,0.79719,21.6221,0.0698576,4.02864e-05,2.59208e-06,0.00454865,-6.77033e-07,-9.39195e-08,337.519,0.0036,-9,-9,2.553,-31.1136,250,0.0615482,11.312,0.09,54028.4,0.6125,37,30.2887,0.77464,0.186,0.0116,-0.2417,0.011,1.0,0.014,15201,1.23766e+18,337.5311295,-0.003035512,21.56107,19.22751,17.74085,17.18081,16.76685,0.2097807,4.32e-05,0.8295524350540793,2.333560000000002,1.4866600000000005,0.5600399999999972,0.9739999999999966
15201,1,0.20748,0.00101,0.20736,4e-05,0.20881,4e-05,21.063,0.332572,40.316,0.333666,-9.0,0,0,0.15242,0.056178,-1.87784,0.79719,21.6221,0.0698576,4.02864e-05,2.59208e-06,0.00454865,-6.77033e-07,-9.39195e-08,337.519,0.0036,-9,-9,2.553,-31.1136,250,0.0615482,11.312,0.09,54028.4,0.6125,37,30.2887,0.77464,0.186,0.0116,-0.2417,0.011,1.0,0.014,15201,1.23766e+18,337.5105743,-0.005452898,24.00971,21.79052,20.33209,19.78379,19.49116,0.2123386,8.97e-05,0.7420313855098604,2.2191899999999976,1.45843,0.5483000000000011,0.8409300000000002
15201,1,0.20748,0.00101,0.20736,4e-05,0.20881,4e-05,21.063,0.332572,40.316,0.333666,-9.0,0,0,0.15242,0.056178,-1.87784,0.79719,21.6221,0.0698576,4.02864e-05,2.59208e-06,0.00454865,-6.77033e-07,-9.39195e-08,337.519,0.0036,-9,-9,2.553,-31.1136,250,0.0615482,11.312,0.09,54028.4,0.6125,37,30.2887,0.77464,0.186,0.0116,-0.2417,0.011,1.0,0.014,15201,1.23766e+18,337.5216278,-0.01113528,23.18966,20.78825,19.45524,18.89942,18.48076,0.2092313,5.22e-05,0.8980655399363532,2.4014099999999985,1.3330100000000016,0.5558200000000006,0.9744799999999998
15201,1,0.20748,0.00101,0.20736,4e-05,0.20881,4e-05,21.063,0.332572,40.316,0.333666,-9.0,0,0,0.15242,0.056178,-1.87784,0.79719,21.6221,0.0698576,4.02864e-05,2.59208e-06,0.00454865,-6.77033e-07,-9.39195e-08,337.519,0.0036,-9,-9,2.553,-31.1136,250,0.0615482,11.312,0.09,54028.4,0.6125,37,30.2887,0.77464,0.186,0.0116,-0.2417,0.011,1.0,0.014,15201,1.23766e+18,337.5537297,0.026474584,23.57928,20.4199,19.01171,18.46293,18.1143,0.212207,6.58e-05,2.4951622797301556,3.1593800000000023,1.4081899999999976,0.5487800000000007,0.8974100000000007
15201,1,0.20748,0.00101,0.20736,4e-05,0.20881,4e-05,21.063,0.332572,40.316,0.333666,-9.0,0,0,0.15242,0.056178,-1.87784,0.79719,21.6221,0.0698576,4.02864e-05,2.59208e-06,0.00454865,-6.77033e-07,-9.39195e-08,337.519,0.0036,-9,-9,2.553,-31.1136,250,0.0615482,11.312,0.09,54028.4,0.6125,37,30.2887,0.77464,0.186,0.0116,-0.2417,0.011,1.0,0.014,15201,1.23766e+18,337.5636757,0.020439203,22.31969,20.95057,19.58669,19.07322,18.6218,0.2079668,6.85e-05,2.8646320136191377,1.3691200000000023,1.3638799999999982,0.5134700000000016,0.9648900000000005
15201,1,0.20748,0.00101,0.20736,4e-05,0.20881,4e-05,21.063,0.332572,40.316,0.333666,-9.0,0,0,0.15242,0.056178,-1.87784,0.79719,21.6221,0.0698576,4.02864e-05,2.59208e-06,0.00454865,-6.77033e-07,-9.39195e-08,337.519,0.0036,-9,-9,2.553,-31.1136,250,0.0615482,11.312,0.09,54028.4,0.6125,37,30.2887,0.77464,0.186,0.0116,-0.2417,0.011,1.0,0.014,15201,1.23766e+18,337.5662018,-0.008796199,22.78683,20.20817,18.84834,18.35236,18.04008,0.2097495,3.94e-05,2.928144869129488,2.5786599999999993,1.3598299999999988,0.4959799999999994,0.8082600000000006
15201,1,0.20748,0.00101,0.20736,4e-05,0.20881,4e-05,21.063,0.332572,40.316,0.333666,-9.0,0,0,0.15242,0.056178,-1.87784,0.79719,21.6221,0.0698576,4.02864e-05,2.59208e-06,0.00454865,-6.77033e-07,-9.39195e-08,337.519,0.0036,-9,-9,2.553,-31.1136,250,0.0615482,11.312,0.09,54028.4,0.6125,37,30.2887,0.77464,0.186,0.0116,-0.2417,0.011,1.0,0.014,15201,1.23766e+18,337.4880161,0.038134904,20.08197,18.98996,18.06458,17.59314,17.34497,0.2096991,1.11e-05,2.7838069957426086,1.0920099999999984,0.9253800000000005,0.4714400000000012,0.7196099999999994
20376,1,0.2084,0.00129,0.20831,0.00081,0.20961,0.00081,20.4769,0.270839,39.7299,0.272182,-9.0,0,0,0.16064,0.039481,-1.19101,0.62939,20.9688,0.0513904,7.35363e-05,3.48064e-06,0.00570106,-6.88038e-07,-1.05153e-07,319.396,-0.5239,-9,-9,0.071,-22.4733,250,0.0510248,10.717,0.12,54415.2,0.5351,23,46.5523,0.00255196,0.1204,0.0147,-0.233,0.009,1.0,0.015,20376,1.23766e+18,319.3955128,-0.523965859,23.11572,20.81311,19.53461,19.03748,18.58744,0.2106476,4.92e-05,0.029496661522076174,2.302609999999998,1.278500000000001,0.49713000000000207,0.9471699999999998
15259,1,0.2087,0.00101,0.20857,0.00011,0.21003,0.00011,20.6109,0.195843,39.8639,0.197696,-9.0,0,0,-0.004374,0.034117,0.48151,0.27825,20.5606,0.0469005,0.000107096,4.62622e-06,0.000464302,-3.43142e-07,-1.10004e-07,337.544,-0.4078,-9,-9,0.097,-30.4528,250,0.0577534,9.789,0.256,54026.3,0.2838,50,56.5449,0.24385,0.0941,0.0115,-0.0182,0.005,1.0,0.01,15259,1.23766e+18,337.5389029,-0.405035654,20.71391,19.32729,18.46179,18.02843,17.7349,0.2099115,1.04e-05,0.3479003134171862,1.386619999999997,0.8655000000000008,0.4333600000000004,0.7268900000000009
16482,1,0.20948,0.00101,0.20937,4e-05,0.21077,4e-05,20.5883,0.260744,39.8413,0.262138,-9.0,0,0,-0.022826,0.047358,-2.22105,1.17739,20.8143,0.0560926,8.47816e-05,4.38009e-06,0.025336,-2.34821e-06,-1.38305e-07,328.71,0.9337,-9,-9,12.441,-28.4436,250,0.0599906,11.5,0.103,54058.5,0.6304,19,14.8229,0.73378,0.1723,0.0115,-0.0835,0.005,1.0,0.003,16482,1.23768e+18,328.7110905,0.933045353,21.83502,19.92747,18.48111,17.92632,17.60248,0.2100177,2.59e-05,0.07630710711057706,1.9075500000000005,1.4463599999999985,0.5547900000000006,0.8786300000000011
16482,1,0.20948,0.00101,0.20937,4e-05,0.21077,4e-05,20.5883,0.260744,39.8413,0.262138,-9.0,0,0,-0.022826,0.047358,-2.22105,1.17739,20.8143,0.0560926,8.47816e-05,4.38009e-06,0.025336,-2.34821e-06,-1.38305e-07,328.71,0.9337,-9,-9,12.441,-28.4436,250,0.0599906,11.5,0.103,54058.5,0.6304,19,14.8229,0.73378,0.1723,0.0115,-0.0835,0.005,1.0,0.003,16482,1.23768e+18,328.7077418,0.930700693,20.6361,18.61411,17.20409,16.65929,16.37751,0.2107713,3.88e-05,0.2252515389882826,2.021989999999999,1.4100199999999994,0.5448000000000022,0.8265799999999999
16482,1,0.20948,0.00101,0.20937,4e-05,0.21077,4e-05,20.5883,0.260744,39.8413,0.262138,-9.0,0,0,-0.022826,0.047358,-2.22105,1.17739,20.8143,0.0560926,8.47816e-05,4.38009e-06,0.025336,-2.34821e-06,-1.38305e-07,328.71,0.9337,-9,-9,12.441,-28.4436,250,0.0599906,11.5,0.103,54058.5,0.6304,19,14.8229,0.73378,0.1723,0.0115,-0.0835,0.005,1.0,0.003,16482,1.23768e+18,328.7352046,0.907897941,20.85679,18.85481,17.4409,16.88995,16.52143,0.2112069,5.53e-05,2.164041250827769,2.0019799999999996,1.4139100000000013,0.5509500000000003,0.9194700000000005
16482,1,0.20948,0.00101,0.20937,4e-05,0.21077,4e-05,20.5883,0.260744,39.8413,0.262138,-9.0,0,0,-0.022826,0.047358,-2.22105,1.17739,20.8143,0.0560926,8.47816e-05,4.38009e-06,0.025336,-2.34821e-06,-1.38305e-07,328.71,0.9337,-9,-9,12.441,-28.4436,250,0.0599906,11.5,0.103,54058.5,0.6304,19,14.8229,0.73378,0.1723,0.0115,-0.0835,0.005,1.0,0.003,16482,1.23768e+18,328.7355521,0.947093334,20.67854,19.76787,18.94696,18.45869,18.29569,0.2113567,1.02e-05,1.7307845661498311,0.9106700000000032,0.8209099999999978,0.48827,0.6512700000000002
16482,1,0.20948,0.00101,0.20937,4e-05,0.21077,4e-05,20.5883,0.260744,39.8413,0.262138,-9.0,0,0,-0.022826,0.047358,-2.22105,1.17739,20.8143,0.0560926,8.47816e-05,4.38009e-06,0.025336,-2.34821e-06,-1.38305e-07,328.71,0.9337,-9,-9,12.441,-28.4436,250,0.0599906,11.5,0.103,54058.5,0.6304,19,14.8229,0.73378,0.1723,0.0115,-0.0835,0.005,1.0,0.003,16482,1.23768e+18,328.7527722,0.944053363,21.26057,20.07653,19.1066,18.58731,18.31661,0.2078183,2.34e-05,2.6401104629716805,1.1840399999999995,0.9699300000000015,0.5192900000000016,0.7899899999999995
19149,1,0.21037,0.00101,0.21023,1e-05,0.21131,1e-05,20.2013,0.184063,39.4543,0.186032,-9.0,0,0,0.009912,0.030544,1.04946,0.19839,20.1342,0.0373926,0.000158603,5.46228e-06,0.00132622,-4.78276e-07,-1.31789e-07,31.46,-0.3319,-9,-9,2.966,-34.0992,250,0.0207488,9.612,0.088,54398.9,0.1698,39,62.5587,0.00971449,0.0741,0.0114,0.0047,0.006,1.0,0.011,19149,1.23766e+18,31.4604077,-0.332586404,22.13337,21.11214,20.57121,20.23894,20.25934,0.2112866,1.53e-05,0.04790105372052142,1.0212299999999992,0.5409299999999995,0.3322700000000012,0.311869999999999
460105,15,0.21084,0.01005,0.21071,0.01,0.21,0.01,20.7102,0.221376,39.9632,0.223017,-9.0,0,0,-0.099308,0.036328,-1.68923,0.19099,20.7213,0.0454114,9.23583e-05,3.86292e-06,0.000726004,-2.92575e-07,-1.0818e-07,129.37,44.0453,-999,-999,17.1534,-33.2442,250,0.0257603,11.5,0.037,56289.3,0.2334,26,19.3062,0.82324,0.09,0.1134,0.0166,0.002,1.0,0.003,460105,1.23766e+18,129.3701176,44.0465518,21.23547,19.07052,17.68661,17.16421,16.83063,0.2101863,3.45e-05,0.07527904171113661,2.164950000000001,1.3839099999999966,0.5224000000000011,0.8559800000000024
14157,1,0.21095,0.00113,0.21083,0.0005,0.2115,0.0005,20.553,0.153359,39.806,0.155718,-9.0,0,0,-0.050221,0.035514,1.16426,0.27455,20.2769,0.0642975,0.000139078,8.23621e-06,0.000956526,-5.23695e-07,-2.02186e-07,51.1367,1.0224,-9,-9,1.398,-29.2394,250,0.10115,11.127,0.062,54013.9,0.2579,62,75.2071,0.12103,0.0924,0.0127,-0.0015,0.002,1.0,0.003,14157,1.23766e+18,51.13881482,1.00589443,21.09499,19.28567,18.07906,17.58148,17.28553,0.2123162,4.33e-05,0.9984275901746097,1.8093199999999996,1.2066100000000013,0.49757999999999925,0.793529999999997
14157,1,0.21095,0.00113,0.21083,0.0005,0.2115,0.0005,20.553,0.153359,39.806,0.155718,-9.0,0,0,-0.050221,0.035514,1.16426,0.27455,20.2769,0.0642975,0.000139078,8.23621e-06,0.000956526,-5.23695e-07,-2.02186e-07,51.1367,1.0224,-9,-9,1.398,-29.2394,250,0.10115,11.127,0.062,54013.9,0.2579,62,75.2071,0.12103,0.0924,0.0127,-0.0015,0.002,1.0,0.003,14157,1.23766e+18,51.14061608,0.997092198,21.95424,21.02328,20.41099,20.03508,19.86702,0.2115092,1.01e-05,1.5365340031082808,0.9309599999999989,0.612289999999998,0.3759100000000011,0.5439700000000016
7847,1,0.21174,0.00101,0.2116,8e-05,0.21266,8e-05,20.7146,0.228911,39.9676,0.230498,-9.0,0,0,0.12339,0.035858,0.15361,0.39907,20.9537,0.0420665,7.45643e-05,2.88897e-06,0.00340139,-4.39141e-07,-7.5668e-08,32.4599,-0.0618,-9,-9,0.955,-34.0422,250,0.0227684,10.696,0.124,53682.0,0.3776,36,33.2748,0.59889,0.0982,0.0113,-0.1722,0.005,1.0,0.012,7847,1.23767e+18,32.4596978,-0.061702401,22.20025,20.49502,19.44024,18.93884,18.66186,0.2128327,2.75e-05,0.01347135057493368,1.7052300000000002,1.054780000000001,0.5014000000000003,0.7783799999999985
13305,1,0.2135,0.00101,0.21339,1e-05,0.21481,1e-05,20.7688,0.16306,40.0218,0.16528,-9.0,0,0,-0.007886,0.033918,1.02285,0.30517,20.6031,0.0449017,0.000102982,4.25891e-06,0.00132473,-5.12985e-07,-1.01871e-07,331.1,0.6912,-9,-9,1.933,-28.7085,250,0.0452112,10.055,0.073,54003.9,0.2679,49,40.1211,0.81304,0.0945,0.0113,-0.0428,0.002,1.0,0.004,13305,1.23766e+18,331.1001413,0.690809623,20.93808,20.02721,19.44609,19.14721,19.01096,0.214697,1.45e-05,0.02490953949105092,0.9108699999999992,0.5811199999999985,0.2988800000000005,0.4351300000000009
8495,1,0.21365,0.00101,0.21353,2e-05,0.21498,2e-05,20.7554,0.188405,40.0084,0.19033,-9.0,0,0,-0.020313,0.042751,0.76464,0.47104,20.5844,0.0637953,0.00010477,6.15604e-06,0.00673051,-1.64126e-06,-1.79018e-07,335.261,-0.7482,-9,-9,0.872,-28.6867,250,0.0612895,11.034,0.063,53689.9,0.3514,23,39.9235,0.0156752,0.118,0.0113,-0.0478,0.002,1.0,0.003,8495,1.23766e+18,335.261019,-0.748401096,21.07659,19.56406,18.55593,18.08282,17.733,0.2149686,1.48e-05,0.012119486074455245,1.5125299999999982,1.0081300000000013,0.47310999999999837,0.8229299999999995
1316,1,0.21578,0.00101,0.21566,2e-05,0.21711,2e-05,20.9723,0.257304,40.2253,0.258716,-9.0,0,0,-0.098723,0.046197,0.68739,0.68654,20.6589,0.0750052,9.78195e-05,6.7576e-06,0.00337289,-9.04417e-07,-1.49498e-07,334.864,0.4945,-9,-9,1.038,-29.7144,250,0.0565963,9.835,0.104,53619.6,1.5611,32,46.8819,0.043452,0.1614,0.0112,0.0409,0.004,1.0,0.005,1316,1.23766e+18,334.8638685,0.49415718,22.26965,21.19938,20.49996,20.2373,19.49674,0.2171073,3.36e-05,0.022030421123493994,1.0702699999999972,0.6994199999999999,0.26266000000000034,1.0032200000000024
17435,1,0.21689,0.00113,0.21674,0.0005,0.218,0.0005,20.8142,0.188459,40.0672,0.190384,-9.0,0,0,-0.107985,0.035136,0.91406,0.25984,20.4548,0.0404613,0.000118057,4.39952e-06,3.73683e-05,-4.3063e-07,-9.89319e-08,20.3446,-0.0148,-9,-9,0.106,-35.4351,250,0.0270065,8.818,0.182,54359.4,0.3042,46,35.5802,0.86656,0.1028,0.0124,0.0569,0.004,1.0,0.005,17435,1.23766e+18,20.35614164,0.026086401,21.8711,19.68665,18.34316,17.86339,17.52472,0.2175334,3.66e-05,2.5490519887280576,2.1844499999999982,1.3434899999999992,0.47977000000000203,0.8184400000000025
17435,1,0.21689,0.00113,0.21674,0.0005,0.218,0.0005,20.8142,0.188459,40.0672,0.190384,-9.0,0,0,-0.107985,0.035136,0.91406,0.25984,20.4548,0.0404613,0.000118057,4.39952e-06,3.73683e-05,-4.3063e-07,-9.89319e-08,20.3446,-0.0148,-9,-9,0.106,-35.4351,250,0.0270065,8.818,0.182,54359.4,0.3042,46,35.5802,0.86656,0.1028,0.0124,0.0569,0.004,1.0,0.005,17435,1.23767e+18,20.34570072,-0.007570091,22.81952,19.78615,18.64815,18.11909,17.70764,0.2181905,9.92e-05,0.4387931255478417,3.0333700000000015,1.1379999999999981,0.5290600000000012,0.9405099999999997
17435,1,0.21689,0.00113,0.21674,0.0005,0.218,0.0005,20.8142,0.188459,40.0672,0.190384,-9.0,0,0,-0.107985,0.035136,0.91406,0.25984,20.4548,0.0404613,0.000118057,4.39952e-06,3.73683e-05,-4.3063e-07,-9.89319e-08,20.3446,-0.0148,-9,-9,0.106,-35.4351,250,0.0270065,8.818,0.182,54359.4,0.3042,46,35.5802,0.86656,0.1028,0.0124,0.0569,0.004,1.0,0.005,17435,1.23766e+18,20.36039777,0.020681633,21.96308,19.30408,17.87002,17.33888,16.9964,0.2170367,4.06e-05,2.330376989087972,2.6590000000000025,1.4340599999999988,0.5311400000000006,0.873619999999999
7473,1,0.21692,0.0051,0.21677,0.005,0.2182,0.005,20.8402,0.183323,40.0932,0.185301,-9.0,0,0,-0.099965,0.033394,-0.148294,0.28692,20.6305,0.0368881,0.000100415,3.41163e-06,0.00257405,-4.01791e-07,-1.56088e-07,4.3264,-0.2573,-9,-9,0.04,-35.4047,250,0.0212511,8.954,0.275,53679.6,0.2514,29,24.5609,0.70082,0.0854,0.056,0.0251,0.005,1.0,0.005,7473,1.23766e+18,4.360533524,-0.223974497,20.45243,19.44765,18.70351,18.32783,18.18243,0.2140518,1.78e-05,2.8622364849928377,1.0047800000000002,0.744139999999998,0.3756800000000027,0.5210800000000013
20364,1,0.21742,0.00102,0.21729,2e-05,0.21846,2e-05,20.8865,0.268256,40.1395,0.269611,-9.0,0,0,0.029676,0.04191,0.54349,0.88866,20.8556,0.0466338,8.16152e-05,3.50548e-06,0.00191133,-3.89503e-07,-8.19704e-08,25.7566,-0.9455,-9,-9,1.03,-33.6053,250,0.0218223,10.389,0.079,54420.0,0.9101,24,18.3162,0.7874,0.1713,0.0112,-0.0949,0.002,1.0,0.006,20364,1.23766e+18,25.76475906,-0.950020354,20.0702,19.64621,19.38739,19.24443,19.4224,0.2182699,7.47e-06,0.5595965768056798,0.42398999999999987,0.25882000000000005,0.14295999999999864,-0.035009999999999764
